Accel_x	Accel_y	Accel_z	gyro_x	gyro_y	gyro_z
973.8	99.9	-88.2	-19.3	-14.8	21
991.2	107	-136.5	-7	-8.9	6.9
976.3	85.2	-132.6	-11.4	-6.7	6.1
981	87.2	-120.9	-11.4	-3.7	-4.7
977.2	115.6	-106.5	-13.9	-9.1	-6
968.9	138.9	-109.1	-14.8	-11.5	-6.9
969.2	213.9	-75.3	2.8	-7.9	-11.1
957.7	46.1	-127.4	-10.3	-20.1	1.6
969.9	122	-140.2	-11.6	-16	-3.6
984.1	106.3	-154.4	-11.1	-10.8	1.6
961.1	119.8	-147.5	-19.5	-6	2.3
1026.6	152.7	-108.5	-9.7	-2.3	-1
1028.1	90.8	-115.4	-19.8	-3.6	6
1005.3	56	-104.7	-35.5	-12.6	8
1047.9	32.3	-96.4	-22.5	-12.9	-3.6
1018	-1.8	-180	-19.9	-11.1	-27.1
955.6	63.4	-203.1	-12.5	-4.6	-43.3
970.5	138.6	-154.4	-13	3.8	-50
1000.8	175.2	-177.9	-16.1	13.7	-52.5
973	242.7	-99.4	-10.6	6.9	-34.9
943.6	257.4	-92	-15.1	0	-28.1
953.4	221.9	-106.2	-14.3	-10.9	-10.9
984	206	-103.8	-13.3	-22.9	-3.3
994.1	178.4	-125	-12.4	-19.7	-8.6
1032.2	92.4	-79.4	-18.6	-12.8	-8.3
1145.8	-9	-86.3	-22.7	-19.8	-7
1258.3	-212.2	-254.2	-27.7	-25.9	-34.5
1291.1	-176.5	-259.8	-33.7	12	-90.2
1261.9	-61.4	-40	-32.7	12.1	-112.2
1310.4	-22.2	-31.4	-37.9	-16	-111.7
1411.3	70.9	-250	-72.1	-23.7	-85.5
1297.4	43.3	-161.2	-73.5	-3.4	-81.2
1131.9	148.1	-36.1	-74.2	-9.8	-109
998.5	321.4	-14.7	-66.5	-58.2	-125.2
942	396.7	-88.5	-58.7	-62.5	-132.8
841.1	459.8	-48.7	-61.3	-63.4	-140.7
738.4	572.3	-35.6	-54.4	-92.1	-134.8
662.4	637.5	-105.3	-57.4	-99.4	-125.3
568.3	586.4	-93	-54.2	-93.4	-117.9
592.7	666.8	-51.8	-56.4	-86.7	-113.5
546	753.2	-9.7	-52.6	-98.4	-94
510.6	796.7	-61.6	-52.1	-116.6	-64.9
466.5	773.8	-145	-50.2	-115.8	-41.4
455.5	761.4	-172.8	-44	-102.6	-36.9
456.2	797.7	-123.9	-35.4	-96.7	-36.4
431	848.7	-112.5	-40.9	-105.4	-24.7
419.7	830.4	-153	-45.5	-118	-10.3
415.1	798.2	-245.3	-47.6	-111.9	1.3
449.7	732.5	-226.3	-37.8	-99.3	6.2
437.7	716	-191.5	-35.6	-98.7	6.9
441.5	737.1	-202.3	-37.1	-98.2	10.1
398.8	752.3	-192.9	-35.3	-95.9	8
405.3	754.6	-175.7	-27.7	-95.2	0.3
358.8	826.9	-212	-9.6	-96.8	-2.3
332.1	814.2	-276.7	-15.9	-89.7	5.3
311.1	793.7	-254.5	-28.4	-76.4	11.6
295.6	782.4	-259.2	-33.7	-73.8	13.2
327.1	819	-288	-62.5	-67.7	14.9
363.8	885.7	-209.9	-66.1	-58.9	23.3
372	843.3	-178.9	-63.6	-64.7	33.5
351.1	789.3	-180.6	-56.7	-64.5	29.8
336.9	784.1	-205.2	-51.3	-64.6	16.3
343.2	871.2	-280	-50.9	-56	8.2
344.7	952.5	-209.2	-48.4	-44.5	13
363.7	966.1	-154.4	-42.3	-45.2	24.5
386.5	921.2	-184.8	-35.5	-43.2	32.5
397.8	878.9	-227.5	-35.2	-37.2	37.5
431	892.3	-236.9	-41	-31	40.8
465.4	934.2	-209.3	-38.3	-27.6	44.3
496.3	925.5	-196.4	-33.4	-26.4	46.6
512.3	853.5	-215	-27.7	-25.4	46.3
510.1	797.3	-211.3	-21.6	-25	37.6
510.2	807.6	-238.2	-17.6	-23.4	25.3
507.8	831.4	-250.1	-19.2	-18.4	19.6
519.1	887.6	-230.5	-18.8	-16.2	24.6
527.4	883.4	-213.6	-16	-18.9	34.4
540.5	840.2	-209.5	-16.6	-20	45.1
561.5	757.5	-222.4	-19.2	-18.9	50.7
595.8	675	-245.6	-19.5	-16.6	48.4
610.4	663.6	-262.3	-19.7	-15.8	38
618.6	707.3	-230.2	-20.3	-12.9	29.4
620.2	749.6	-192.7	-15.7	-17.5	26.9
611.3	746.9	-212	-12.5	-23.2	25
579.8	725	-267.7	-12.7	-17.1	23
583.8	773.1	-263.9	-16.9	-13.9	24.4
609.4	727.5	-241.8	-16.5	-10.8	32.9
604.7	710.4	-262.9	-11.1	-14.6	29
609.8	720.8	-294.3	-11.1	-13.7	18.8
628.4	730.2	-268.3	-12	-5.8	16.5
647.3	752.3	-251	-7.7	-5.4	12.2
603.8	696.2	-137.8	21.5	-10.1	-1.3
632.9	812.8	-329.9	33.6	-20.6	-20.1
593.2	829.4	-285.6	45	-8.1	-21.8
631.4	838.6	-308.7	31.6	-5.1	-14.6
654.5	802	-291.5	12.1	0.5	-3.6
682.2	796.1	-207	4	1.6	5.5
658	721.6	-281.1	-4.3	-2.9	11.9
645.2	692.5	-278.9	-6.5	-1.9	11.6
664.3	668.7	-287.1	-9.1	-0.7	5.3
662.1	672.3	-283.3	-8.3	1	-0.4
651.7	686.2	-271.8	-6.1	-0.5	-4.2
641.1	716.4	-269	-3.4	-1.8	-6
622.9	709.7	-271.7	-2	-3.2	-6.8
607.9	690.3	-310.7	-4.5	0	-6.6
620.7	717.4	-278.9	-8	3.6	-4.3
640.6	735.4	-261.3	-7.7	3	-2.7
639.7	727.5	-251.9	-5.5	1.2	-2.5
636.8	730.3	-259.2	-1.8	0	-2.5
645.3	713.9	-265.8	0.9	-1	-1.4
658.5	715.5	-255.7	1.3	-0.9	-1.4
663.8	718.8	-258.1	1.4	-2.6	-1
662.7	720.8	-276	1.9	-3.7	0.3
658	704.9	-279	1.7	-4.6	1.4
649	687.5	-286.2	0.1	-4.6	1
650.6	694.7	-288	-2.8	-3.6	-1.1
641.2	708.6	-273.8	-2.9	-4	-4.2
619.3	715.8	-285.2	1.5	-1.4	-6
611.2	721.9	-300.4	3.6	-1.2	-6.6
613.5	727	-298	1.1	-1.2	-3.4
620.3	713.3	-281.6	-1.4	-0.4	0
632.4	717.4	-266.8	-2.4	-1.2	-0.3
640.2	735.7	-275.2	0.3	-2	-0.9
638	731.2	-270.7	3.1	-2.7	-1.5
633.6	724.2	-288.4	3.3	-1.8	-2
635.1	720.2	-284.7	0.7	-0.3	-0.9
651.4	724.7	-271.4	0	-0.3	-1.7
651.3	723.8	-274.7	1.9	-2	-3
643.1	707.3	-295.1	2.9	-1.8	-3.9
631.4	697.7	-284.5	1.4	-1.2	-4.1
618.5	712.4	-277.8	1.2	-1.3	-5.5
602.5	732.6	-268.7	3.2	-0.7	-7.2
599.7	752.1	-256.2	5.9	0	-9.7
605.3	792.8	-250.4	9.4	1.6	-11.2
603.7	825.8	-244.8	12.9	4.7	-13.3
599.3	876.3	-230.4	16.8	5.8	-14.2
599.4	913.5	-199.7	21.6	6	-12.6
586.9	955.9	-180	25.7	4.7	-6.8
560.7	942.7	-165	31.2	6.3	-3.6
546.6	931.6	-167.1	34.3	8	-4.7
524.5	920.2	-172.9	42.9	13.5	-7
516.1	910.1	-200.8	49.4	20.6	-8.4
519.5	885.4	-197.2	54.5	26.6	-8.3
530.7	878.5	-220.9	70.1	37.4	-8.9
504.1	880.7	-188.7	84	49.1	-14.4
536.2	874	-211	89	49.1	-24.8
542.2	895.6	-217.6	110.5	54.1	-29
543.5	861.5	-214.2	150.6	56.6	-33
588	872.6	-262.6	162.6	56.7	-31.6
592.6	821.6	-291.1	172.8	66.8	-22
615.8	785.7	-299.4	167.2	70.9	-7.6
656.9	697.3	-324.3	146.9	72.5	4.8
643.5	604.3	-295.2	120	68.5	-0.3
638.7	556.6	-316	107.6	63.1	-13.3
651.8	524.1	-359.9	103.4	69.8	-20.2
651.3	499.2	-350	98.2	74.7	-21.7
675.9	511.5	-350.5	97.4	74.2	-14.4
684.9	458.4	-350.7	105	71.4	-9.4
679.8	411.2	-319.8	116.7	71.8	-22.5
684.6	367.4	-320.4	126.4	69.3	-37.8
674.9	364.3	-372.1	124.1	68	-42.7
666.9	400.6	-422.7	121.4	70.8	-31.8
690.1	396.3	-385	120.1	74.9	-11.9
753.6	290	-304	119.5	71.9	-4.5
773.5	237.4	-341	124.8	65.9	-15.7
738.7	228.7	-383.3	131.8	65.3	-23.6
717.8	245.6	-411.2	122.3	64.7	-19.1
807.3	220.7	-370.9	109.3	65.9	-5.3
805.7	150.7	-315.3	104.8	53	-2.5
795	121.4	-363.8	103.1	44.3	-5.5
785.1	114.3	-379.3	89.3	47	-11.5
804.6	141.2	-411.4	74.7	55.8	-10.2
821.5	106	-414.4	66.1	64.6	-1.5
825.4	46.9	-386.3	62.8	66.5	1.7
883.9	81.7	-308.1	55.3	58.3	-1.2
902	97.1	-284.1	51.3	43.5	-1.1
879.5	77.6	-337	42.6	42	-4.7
883.6	98.5	-405.7	37.2	59.7	-4.3
886.8	106.4	-373	31.7	68.1	-2.1
942.5	135.1	-210.6	32.9	65.2	4.8
976.1	130.2	-211.1	30.3	44.8	16.2
971.5	125.3	-271.1	30	41.7	23.6
969.4	104.6	-309.4	35.6	60.1	30.5
1009.2	97.1	-240.7	39.9	73.8	37.3
1084.5	117.3	-91.1	40.8	61.9	38.1
1073.8	84.1	-96.1	38	35.1	42.7
1012	-32.7	-197.8	46.9	29	30.4
968	-29.6	-227.6	47.1	38.6	14.4
1009.8	24.1	-147.7	39.4	45.4	9.7
1026.2	25	-109.4	34.4	39.2	15.7
1020.9	-28.9	-130.2	34.1	31.7	17
1018.9	-7	-141.6	30.8	32.8	16.2
1019.7	-6.3	-141.3	29	39.8	23.6
1040.1	-109.8	-130.4	14.2	47.4	12.5
1047.8	-45.7	-83.4	7.3	44	11.4
1032.1	-75.1	-86.4	6.7	37.2	17.6
1043.8	-100.9	-109.6	-6.8	36.2	12.6
1019.2	-52.7	-94.3	-7.5	41.5	0
991.5	-2.1	-74.7	-0.8	43.9	-4.5
992.5	8.9	-72	7.9	44.3	2.4
1000.3	-31.8	-66.4	9	44.6	12.5
1026.6	-70.5	-50.7	0.9	48.3	14.9
1029.1	-56	-16.7	-8.4	48.2	13.3
975.7	-20.8	-34.4	-27.1	47.5	12.5
940.3	-27.5	-11.4	-26.3	50.7	11.5
923.3	-30.2	6.7	-20.7	54.9	12.7
902.5	4.6	33.3	-16.5	58.6	18.2
1999.9	56	177.3	-42	72.4	36.5
916.7	-518.6	572.6	-19.6	47.9	22.9
659.9	-108.5	-68.4	-31.9	-55.5	-75
1034.6	41.3	-354.8	1	1.1	-51.4
868.1	22.3	-72.7	-20.8	60	-29.4
1006.2	20.9	210.3	-27	64.7	-56
1016.4	108.1	327.3	-25.3	35.2	-77.1
980.2	204.3	223.1	-21.5	7	-62.1
1006.2	162.4	125.3	-11.6	5.8	-27.8
979.4	69.4	150.5	-13.9	9.3	-14.8
962.7	51.7	212.6	-7.8	2.6	-23.1
955.8	64	199.7	-4.1	-4.4	-27.4
972.7	86.1	126.7	-1.4	-11.1	-32.1
983.8	143	106.4	-4.8	-6.6	-33.6
978.2	162.3	144.8	-0.2	-5	-23.8
987.4	196.2	141.3	8.3	-6.2	-12.9
977.4	205.3	145.6	20.7	-9.9	2.5
989.1	157.1	64.5	28.1	-8.7	18.3
978.8	145	123	19.7	1.3	19.6
973.2	134	174.4	7.4	-2.6	19.3
981.4	85.2	137.2	-1.6	-5.7	20.4
976.6	91	120.3	-18.6	-4.8	13.8
985.3	137.5	136.2	-28.8	-1.8	13.5
976.1	156.3	96.6	-24.6	-3.6	23.5
1000.7	142.8	-46.5	21.3	-8.3	15.2
992.4	-17	84.5	21.5	13.4	21.7
965	-17.9	191.7	-4.6	16	14
983.8	67.7	125.2	-24.1	6.7	-0.9
992.3	127.4	103.7	-43.3	14.4	4.5
990.6	130	125.4	-38.8	18.7	15.5
984.6	104.7	189.3	-32.6	20	27.4
979	72.9	166	-28.4	11	36.5
974.6	-43.2	128	-30.7	9.8	32.9
988.4	-30.6	156.8	-52.7	14.7	19.1
966.7	-5.8	169.3	-68	14	13.2
975.4	-3.6	183.4	-61	13.9	10.7
977.2	-20.8	192.6	-78	17	14.1
973.9	-25.3	221	-99.9	18.1	14.2
988.5	20	159.7	-80.3	6.9	6.4
971.9	9.5	225.9	-67	9.9	5.4
941.1	41.1	247.3	-84.4	1.3	23.6
961.7	36.6	164.1	-66.4	-3.7	47.3
982.4	28.8	219.7	-52.8	-6.8	76.8
963.7	-89.1	284.7	-55.7	-30	95.1
967.8	-103.6	200.6	-54.3	-49.1	101.6
931.3	-127.1	179.3	-46.4	-56.8	114
920.1	-133.4	227.1	-49	-70	130.8
891.9	-181.3	141.4	-34.3	-87.7	141
864.3	-312.5	28.3	-22.6	-88.3	148.5
833.9	-453.9	-57.4	-21.7	-69.1	143.2
840.8	-539.9	-103.6	-19.7	-53.8	130.4
875.2	-711.6	-31.7	-23.4	-27.9	86.6
758.4	-783.2	-175.2	-32.6	-44.2	52.8
794.3	-746.9	-368.6	-24.2	-14.8	29.8
845.5	-643.4	-256.3	2.2	12.6	-5.1
855.3	-617	-108.7	13.5	22.9	-31.8
841.6	-585.9	-84.3	9.9	30.4	-51
854.1	-533.3	-62.5	1.5	44.2	-59.6
868.1	-460.3	-7.3	3.9	53.5	-64.7
877.9	-437.5	71.8	-5.1	53	-62.5
898.9	-383.5	89.4	-13.5	51.9	-59.8
907.8	-338	106.6	-23	54.6	-51.4
912.7	-282.1	-0.9	-21.2	53.5	-33
918.7	-298.2	70.6	-6	56.8	-13.4
915.5	-339.9	146.7	-4.1	55.3	-6.1
866.2	-370.6	119.5	-25.6	67.5	4.1
874.1	-352.7	68.2	-50.7	103.5	22.9
874.3	-419.4	-6.4	-6.1	111.2	29
920	-552	276	4	96.8	-1.6
882.4	-512.3	260.8	4.8	77.6	-39.2
877.1	-425.5	179.1	10.9	68.4	-64.6
892.8	-338.6	148.8	12.9	85.1	-65.4
873	-282.7	322.8	10.9	93.4	-53.1
856	-258.1	509.6	9.6	78.5	-45.4
833.9	-243.2	601.1	5.4	50	-40.8
851.6	-246.5	604.4	1.7	15	-39.6
858.3	-250.6	512.2	-1.4	-11.5	-40
870.4	-278.4	420.1	-1.4	-24.5	-41.6
878.2	-292.1	359.1	1.5	-29.7	-46.1
911	-257.9	286.2	1.3	-28.9	-49.8
936.6	-189.2	236.2	-1.5	-12.5	-49.7
926.8	-97.9	236.9	10.9	1	-38.9
925.4	-84.1	362.3	13.1	8.8	-26.4
912.3	-34.4	430.4	15	3.8	-9.8
909.6	-91.1	432	15.6	-6.7	6.1
901.3	-136.8	386.2	19.9	-12.3	16.6
907.1	-181.5	394.4	25.6	-15	23.9
907.2	-252.6	373.9	26.8	-19.3	23.2
906.6	-254.2	314.5	28.5	-20.3	13.8
910.2	-237.3	279.1	30.5	-13	8.1
908.8	-246.3	278.9	32.4	-8.1	5.9
916.1	-255.6	291.8	28.8	-1.8	-1.8
918.9	-213.8	314.4	24.6	2.2	-8.1
914	-195.4	322	23	5	-11
912.2	-209.5	320.6	20.9	7.6	-12.9
916.3	-217	326.6	17.2	11	-18.6
912.4	-195.5	333.9	16.7	13.6	-24.9
909.5	-201.6	335.4	17.4	16.7	-30.4
905	-233.6	333.9	18.7	21.3	-39.7
906.4	-261.8	305	21	29.3	-55.4
898.6	-230.8	291.2	22.9	42.9	-74.7
892	-134.5	350.3	22.8	54.2	-87.2
887.9	13.5	416.8	19.9	57.6	-88.7
880.4	164.1	460.9	12.8	55.3	-72.9
867.1	199.4	522.4	8.3	49.8	-46
853.7	142	578	5.6	37.1	-23
850.4	94.4	598.1	2.8	19.2	-10.4
850.3	65.6	577	0.3	2.8	-2.7
863.5	13.6	517.5	-0.4	-6.8	-2.4
873.2	18	459.7	-0.9	-7	-2.7
872.3	9.2	459.4	-0.1	-2.2	-3.5
869.5	3.1	481.2	0.5	-0.8	-4.5
875.7	42.4	484.6	0.3	-2	-8
869.2	40	470.4	1.2	-1.1	-4.8
874.6	26.1	478.3	-0.3	-0.7	-4.2
877.9	29.4	461	-0.4	0.1	-6.7
874.1	30.8	455.3	0.2	3.9	-7.3
871.8	4.1	490.7	2.2	4.9	-13
868.2	8.7	477.9	4.4	3.6	-18.8
865.8	41.6	477.7	4.3	5.2	-21.8
859.9	55.7	494.3	3.5	5.5	-21.6
859.6	64.5	529.9	1.1	1	-20.2
858.3	95.4	511.2	0.8	-4	-17
859.3	96.1	492.7	1.4	-4.5	-10.2
865.1	31.6	507.3	5.9	-6	-15.5
861.5	49.5	500.8	2.1	-10.9	-20.9
871.2	134.3	464.1	-0.9	-10.8	-18.9
860.5	99.4	457.1	2.1	-5.8	-10
872.1	112.1	479.8	0.9	-6	-8.1
867.5	112	472	0.9	-4.7	-4.7
871.4	110.7	482.9	0.1	-4.8	-2.8
862.6	66.5	491.9	0.2	-6.4	-2.9
869.9	70.1	515.9	-1.8	-12.2	-6.8
869.3	119.3	467.7	-3.2	-17.1	-7.9
877.1	125.7	447.6	-4.5	-14.7	-1.8
877.8	105.1	462.4	-6.1	-13.2	2.3
878.7	108	481	-7.7	-17.6	6.3
867.9	89.7	507.4	-9.6	-26.4	9.8
873.1	105.4	503.1	-8.6	-36	8.8
880.6	119.7	482.9	-5.7	-48.7	15.4
940.3	-12.8	353.8	-2.3	-53.8	12.2
944.9	-6.9	226.9	-16.7	-44	-13.6
951	35.2	144.1	-15.8	-13	-35.2
933.2	65.1	292.7	2.2	24.5	-45.9
941.4	33.2	608.7	10	21.8	-45.6
1113.6	-95.5	702.5	19.6	-8.1	-53.2
1019.2	-63.9	581.7	-15.7	-31.2	-66.7
1027.2	120.8	390.8	-27.5	-38.5	-65.4
1048.3	185.1	345.5	-13.4	-15.6	-44.4
970.3	135.6	392.4	-16	-1.2	-21.3
954.2	253.4	725	-85.4	-5.7	10.1
1065.6	42.6	475.8	-105.5	-26.7	30.1
890.3	19.6	552	-78.6	-51.5	29.9
984.4	-35.6	619.2	-90.3	-76.9	21.5
815.1	32.4	345.8	-62.2	-96.5	-35.3
826.1	125.2	200.5	10.2	-95.6	-90.5
773.8	209.7	187.7	13.1	-115.5	-100.7
799.9	227.2	31.6	-25.3	-93.4	-60.5
838.8	299.5	-68.2	30.4	-17.2	-28.3
824.9	250.1	135.6	54.8	29	-26.5
820	249.8	322.1	60.7	25.2	-40.7
810.7	300	224.9	77.2	1.9	-42.6
843.2	356	218.1	88.9	13.6	-31.4
868.8	362.5	357	60.2	30.3	-12.9
897.2	384	343	26.9	24.8	10.5
877.8	349.6	330.2	15.1	2.2	24.8
895.7	286.7	277.8	3.3	-14.5	34.5
905.7	213.1	266.2	1.7	-16.2	35.9
910.4	170.7	199.9	-27.1	-6.3	35.8
984.8	223.7	190.6	-41.9	6.9	16.5
1046	252.5	213.7	-44.5	10.6	10.3
1004.8	268.6	220.9	-54	2	6.8
985.3	268.5	257	-62.5	-14	14.9
950.4	228.5	244.8	-55	-45.3	16
904.2	204.3	110.8	-28.7	-77.7	2.3
929.6	207	-3.9	4	-82.1	-1.3
956.5	148.9	-73.2	-3	-47.1	-4.6
961.7	173.3	-33.5	-20.9	-1.1	-23.5
896.4	203.2	60.3	-34.8	21.2	-51.5
869.2	209.2	167.4	-28.7	27.2	-58.5
901.9	235.7	183.9	-56.6	29.2	-54.4
968.5	372.5	212.6	-73.8	25.5	-47.8
935.5	433.5	198.7	-77.2	3.1	-22.1
1066.8	469.3	-50.2	-73.1	11	18.1
1055.6	452.8	70.6	-65.1	55	59.7
893.7	244.7	273	-64.4	67.8	98.7
953.1	71.6	318.9	-46.9	46.9	102.1
1014.7	-22.9	330.8	-22.4	22.6	79.4
1031.1	-56.5	337.8	-14.6	12.7	53.4
1030.1	-107.4	414.9	-9.6	3.3	24.7
1008.9	-64.6	359.7	-8.4	-17.2	-7.9
1004.6	5.4	153	6.6	-28.8	-17.9
1092.2	120.3	157.8	-4.5	3.7	-3.3
997	93.2	278.4	6.6	20.9	5.1
950	154.6	293.4	10.9	5.3	5.2
1032.7	213.8	239.6	23.9	4.4	30.1
999.3	104	333	20.1	17.7	68.2
916.5	-116	490.7	-15.3	-1.2	67.6
933.9	-137.3	489.8	-24.5	-47	21.4
921	-20	249.6	-27	-67.4	-5
871.5	59.4	87.8	-25	-39.4	-3.3
897.9	80.4	87.1	-28.6	-7.9	5.4
912.3	72.6	214.3	-24.6	8	10.5
877.9	25	203.9	-17.5	5.5	14.1
878.4	-31.1	229.4	-20.3	10.4	14.6
875.3	-84.8	272	-22.6	5.2	-2.9
899.4	66.1	206.2	-11.4	-1.3	-19
876.4	158.2	179	4.4	7.7	-1
894.6	94.9	227.2	16.3	17.7	21.5
845	48.3	311.6	0.3	12.8	23.9
1068.8	-16.1	317.5	8.9	5.1	26.1
975.8	-34.3	329.4	-1.6	-14.7	18.2
956.6	-10.2	339.5	-18.6	-31.7	24
971	-59.8	246.2	-14	-36.3	28.5
981.5	-99.6	212.1	-3.7	-24	18.6
949	-37.5	152	-8.7	15.6	-17
960.3	-70.9	237.3	-18	9.7	-24.4
966.4	-56.7	251	-11.5	1.3	-28.3
929.1	-27.3	239.9	1.5	-3.5	-30.2
919.7	2.6	271.8	7.5	-15.5	-21.7
1016.7	18.9	213.5	-43.8	0.2	8.4
943.2	-35.7	218.5	-49.6	10.6	9.5
937.3	-60	221.1	-52.1	2.1	-6.2
896.3	-24.4	187.7	-40.3	2.1	-5.3
930.7	-53.8	197.5	-1.7	4.7	-14.2
907.8	-69.2	207	27.4	-4.7	-21
902.7	-6.7	212.4	57.9	-26.2	-16.2
950.6	41.7	262.6	87	-39.4	-17.3
966.5	-6.1	247.9	114.6	-52.4	-27.8
955.2	42.9	212.4	137.4	-83.2	-22
959.1	11.1	156	150.4	-118.7	-12.5
1067.5	17.4	97.7	159.7	-147.3	-6.7
994.8	18.6	41	149.4	-156.8	-6.4
1021.7	27.4	-67.1	133.7	-121.3	-2.9
974.3	36.1	-116.9	105.7	-71.2	-11.2
887.8	42.1	-202	96.6	-38.6	-24.3
991.6	26.2	-96.3	72	-43.9	-26
958.2	79.5	-106.8	56	-39	-21.4
979.6	62.1	-102.4	49.2	-37.9	-31
1028.9	55.2	-105.2	39	-45.3	-32.2
1022.4	87.2	-121	25.8	-53.5	-26.5
990.8	94.3	-138	14.6	-62.1	-26.2
1006.9	104.9	-178.3	6	-68.4	-29.4
1004.2	125.3	-218.1	4.2	-65.7	-21
968	133.4	-229.8	-6.9	-51.8	-19.6
933.5	127.1	-246	-12.3	-41.2	-31.5
954.4	151.2	-258	-7.4	-33.8	-28.5
942.2	154.7	-272.9	-11.1	-23.7	-14.8
987.9	147.9	-282.5	-9.6	-10.3	-12.1
941.5	160.6	-270.1	-6.8	6	-14.5
952	165.7	-271.1	-4	10.6	-14.8
984.8	181.2	-267.3	2.1	10.5	-20.7
941	190.3	-262.5	10.6	4	-20.8
921.9	202.2	-288.5	3.1	5.3	-17.5
925	170.2	-251.9	-1.8	18.2	-16.3
967.7	159	-253.1	5.5	21.7	-2.9
898	138.4	-280.1	15.3	16.8	-12.7
942.8	180.6	-248.1	11.3	17	-14
919.7	219.8	-237.9	6.5	17.7	-18.9
970	179.4	-231	3.1	12.2	-32
938.5	177	-232.2	-2	3.3	-50.4
920.6	191.1	-227.9	-10.1	9	-48.1
930.1	232.1	-202.5	-6.9	15.2	-29.3
973.5	251	-205.8	-4.3	12.2	-15.3
970	261.1	-205.2	1.2	4	-9.2
925.7	241	-198.4	-6	-0.5	-6.8
955	226.6	-224.7	-8.4	2	-13.6
958	211.9	-212.1	-20.4	1.2	-17.1
967.4	260.1	-207.2	-19	-2.9	-15.4
950	306.8	-223.9	-16.8	-4.7	-12.7
876.8	299.3	-173.3	-18.7	-5.3	-5.1
923.4	278.1	-209.5	-17.2	1.2	-3.3
882.4	264.6	-203.6	-14	1.8	-24
928.4	266.9	-179.8	-8.5	10.8	-31.6
945.6	314	-189.8	-3.4	16	-27.6
935.3	323.6	-187.1	1.4	12.6	-12.1
942.2	299.5	-172.7	2	8.5	-8.1
979.1	324.8	-173.4	3.7	1.9	-9.7
955.4	320.5	-183.7	7.2	-1	-9.4
919.6	326	-189.9	8.8	-1.2	-10.5
917.4	327.5	-185.5	6.9	1.1	-10.5
918.9	310.7	-186.5	5.4	1.6	-6.9
926.7	309.2	-184.2	2.4	-1.1	-9.7
896.8	328.2	-182.3	-3.8	-1.5	-13.9
904.7	330.8	-182	-8.3	2	-17
927.6	339.3	-180.7	-6.7	3.2	-16.1
885.3	344.4	-150.6	-2.9	1.5	-11.4
942.1	354.1	-187.1	-8	-0.9	-3.2
934.4	320	-149.6	0.9	-1.4	3.9
932.8	302.7	-186.6	8	-2.4	2.3
924	329.4	-169.1	11.4	2	0.8
936.4	352.4	-180.5	16.9	-1.9	2.1
946.7	343.5	-174.5	12.5	-5.2	6.3
926.3	313.5	-178.7	20	-5.7	13.6
924.4	292.3	-191	19.2	-4.7	12.6
920.4	298	-183.5	21.5	-6.2	8.1
952.2	309.6	-202.6	17.6	-7.9	5.3
952.3	290	-211.6	8.5	-7.8	2.8
930.7	324.8	-222.4	6	-8.9	1
881.1	318.1	-212.6	2.8	-10.7	4.9
903.5	287.8	-218.2	0.5	-6.8	2.7
909.3	274.9	-210	-2.3	-0.4	-7.8
932.4	277.2	-223.6	-4	5.5	-15.4
955.9	290.8	-214.9	-9.2	3.8	-17.9
958.6	320.3	-213.8	-7.5	-1.3	-16.3
943.2	290.6	-188.3	-8.6	-4.6	-9
959.9	252.9	-189.9	-11.1	1.2	-10.6
976.3	234.9	-215.4	-14	7.6	-21
1042.7	193.6	-201.5	-13.9	10.9	-38.6
1145.8	163.4	-173.9	-18.2	8.5	-54.2
1230.4	148.6	-172.8	-20.9	-3.3	-61.7
1285	167.1	-174.3	-29.2	-24.6	-59
1250.4	220.8	-164.7	-45.2	-46.6	-45.9
1167.2	249.6	-189.5	-55.7	-62.9	-27
1093.8	244.9	-210.2	-59.6	-68.8	-22.3
1054.4	246.7	-230.8	-58.1	-60.9	-40.7
1070	275.7	-238.6	-50.3	-61.9	-74.5
1022.3	355.1	-198.6	-45	-78.7	-92.6
936.4	483.8	-166.9	-54.2	-101.6	-77.5
836.4	610.9	-179.1	-71.5	-118.5	-40.5
745.8	679.1	-242.6	-84.3	-124.2	-16.2
702	669.5	-281.7	-63.7	-121.2	-24.2
681.1	621.9	-294.4	-33.4	-121.6	-48.9
664.5	565.5	-281.9	-22.1	-128.3	-56.2
588.1	573.6	-266.1	-22	-136.7	-45.6
489.1	613.1	-307.7	-20.7	-135.6	-31
463.3	748	-321.6	-31.2	-128.7	-21.7
429.1	775.7	-349.4	-15.3	-124.7	-15.6
408	755	-360.9	-4.3	-122.7	-13
406.7	691.4	-368.5	2.1	-114	-11
344.7	702.2	-404.7	3.6	-107.5	-8.1
340.9	727.2	-433.9	-1.4	-98.6	-0.5
380.3	781.1	-462.7	-9	-90.8	10.5
398.4	732	-497.4	-5.8	-84.1	14.3
375.9	645.2	-497.4	3.6	-79.2	8.3
383.3	607.5	-472	14	-76.8	-3.7
355.8	643.6	-500.3	32.6	-73.8	-2.3
353.7	648.9	-541.5	32.5	-66.3	9.1
358	669.5	-580.8	48.1	-61.6	16.8
374.5	639.7	-621.2	64.2	-62.7	15.5
326.5	609.2	-630.8	81.5	-53.6	15.4
242	608.5	-666.1	69	-49.6	22
223.6	577	-697.7	64.4	-37.2	23.5
227.5	586.9	-727.7	45.3	-21.8	27.1
291.2	580.5	-762.6	40.2	-14.2	23.6
303.8	574.8	-754.5	38.9	-15.9	14.6
