UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz
2026_06_09_01_08_53.080,18.440001,0.99507028,0.06962781,-0.00720499,-0.07025146,0.99002564,0.13880695,-0.02412186,-0.14081363,0.98043340,-0.13755679,0.00455604,0.13958144,0.99020010,8.024302,1.382317,7.981741,290.752136,-64.681786,-163.843613
2026_06_09_01_08_53.080,18.459999,0.99512708,0.07018492,-0.00328302,-0.06917677,0.99040759,0.13721852,-0.01624438,-0.13814019,0.98057729,-0.13923161,-0.00317628,0.14014004,0.99012661,8.056584,0.930844,7.888554,225.836395,-60.907627,-113.049934
2026_06_09_01_08_53.118,18.480000,0.99516553,0.07073520,0.00050156,-0.06813164,0.99071568,0.13567548,-0.00864033,-0.13553356,0.98070920,-0.14085482,-0.01063689,0.14071812,0.98999256,8.090459,0.495097,7.798548,163.418457,-57.347591,-62.810486
2026_06_09_01_08_53.125,18.500000,0.99518669,0.07127953,0.00413996,-0.06712402,0.99095446,0.13419206,-0.00132908,-0.13301168,0.98082721,-0.14242865,-0.01780920,0.14131708,0.98980421,8.125963,0.076156,7.712478,106.183624,-54.193241,-14.056793
2026_06_09_01_08_53.163,18.520000,0.99519247,0.07181640,0.00761425,-0.06615470,0.99113119,0.13276698,0.00565330,-0.13057967,0.98093194,-0.14394972,-0.02465727,0.14193484,0.98956883,8.162923,-0.323936,7.630199,54.770103,-51.389561,33.126064
2026_06_09_01_08_53.163,18.540001,0.99518532,0.07234385,0.01091053,-0.06521980,0.99125469,0.13139020,0.01227950,-0.12823297,0.98102552,-0.14541423,-0.03115251,0.14256790,0.98929465,8.201078,-0.703633,7.551063,6.847279,-48.690136,79.535828
2026_06_09_01_08_53.202,18.559999,0.99516732,0.07285841,0.01402520,-0.06432003,0.99133247,0.13006209,0.01854232,-0.12597467,0.98110914,-0.14681682,-0.03728734,0.14320841,0.98898989,8.239923,-1.062536,7.475023,-40.380440,-46.005608,124.479568
2026_06_09_01_08_53.202,18.580000,0.99514025,0.07335664,0.01695910,-0.06346054,0.99137032,0.12879241,0.02444287,-0.12381615,0.98118311,-0.14815277,-0.04306388,0.14384782,0.98866236,8.278908,-1.400716,7.402585,-84.890991,-43.877502,167.310043
2026_06_09_01_08_53.240,18.600000,0.99510598,0.07383545,0.01970892,-0.06264190,0.99137509,0.12758110,0.02997454,-0.12176023,0.98124862,-0.14941742,-0.04847531,0.14447899,0.98831975,8.317570,-1.717798,7.333689,-125.029800,-42.331047,207.089508
2026_06_09_01_08_53.240,18.620001,0.99506676,0.07429387,0.02226581,-0.06186059,0.99135500,0.12641926,0.03512022,-0.11980241,0.98130739,-0.15060948,-0.05350367,0.14509998,0.98796928,8.355738,-2.012802,7.267766,-163.069473,-40.572800,243.797791
2026_06_09_01_08_53.279,18.639999,0.99502432,0.07473245,0.02461950,-0.06111937,0.99131662,0.12531027,0.03985880,-0.11795077,0.98135895,-0.15173066,-0.05812920,0.14571175,0.98761791,8.393409,-2.284514,7.204960,-201.225143,-38.540878,278.591431
2026_06_09_01_08_53.279,18.660000,0.99497950,0.07515388,0.02676847,-0.06042472,0.99126458,0.12426621,0.04418586,-0.11621920,0.98140150,-0.15278809,-0.06235047,0.14631818,0.98727071,8.430761,-2.532675,7.145924,-237.320709,-36.160587,311.216400
2026_06_09_01_08_53.317,18.680000,0.99493325,0.07555977,0.02871732,-0.05978233,0.99120277,0.12329860,0.04810935,-0.11461911,0.98143357,-0.15378742,-0.06617790,0.14692028,0.98693210,8.467814,-2.757730,7.091288,-268.511688,-33.900810,341.019043
2026_06_09_01_08_53.317,18.700001,0.99488699,0.07594571,0.03046905,-0.05919306,0.99113566,0.12240879,0.05163562,-0.11315282,0.98145688,-0.15472190,-0.06961745,0.14750768,0.98660779,8.503930,-2.960037,7.041100,-293.535492,-32.260452,368.367126
2026_06_09_01_08_53.355,18.719999,0.99484289,0.07630526,0.03202013,-0.05865026,0.99106973,0.12158219,0.05475934,-0.11180898,0.98147529,-0.15557945,-0.07266063,0.14806750,0.98630446,8.538316,-3.139281,6.994485,-315.108368,-30.757992,391.953430
2026_06_09_01_08_53.363,18.740000,0.99480236,0.07663788,0.03336682,-0.05815138,0.99101013,0.12081257,0.05747359,-0.11058392,0.98149014,-0.15635973,-0.07529998,0.14859843,0.98602659,8.570857,-3.295052,6.951058,-338.242126,-29.044659,411.398102
2026_06_09_01_08_53.402,18.760000,0.99476534,0.07694753,0.03451562,-0.05770313,0.99095803,0.12011392,0.05978967,-0.10949036,0.98149884,-0.15707278,-0.07755012,0.14910614,0.98577547,8.601862,-3.427992,6.911611,-361.377197,-27.228405,428.599670
2026_06_09_01_08_53.402,18.780001,0.99473196,0.07723353,0.03547673,-0.05731212,0.99091345,0.11950037,0.06172684,-0.10854040,0.98150063,-0.15771982,-0.07943250,0.14958683,0.98555279,8.631096,-3.539198,6.876951,-379.804260,-25.476440,444.542267
2026_06_09_01_08_53.441,18.799999,0.99470311,0.07749130,0.03625363,-0.05697878,0.99087816,0.11897261,0.06329247,-0.10773525,0.98149705,-0.15829305,-0.08095391,0.15003030,0.98536158,8.657951,-3.629084,6.847110,-392.210754,-23.614807,458.291901
2026_06_09_01_08_53.441,18.820000,0.99467975,0.07771637,0.03684907,-0.05669768,0.99085504,0.11851962,0.06449337,-0.10706452,0.98149109,-0.15878431,-0.08211871,0.15042730,0.98520464,8.681874,-3.698036,6.821443,-400.934509,-21.820225,466.638214
2026_06_09_01_08_53.479,18.840000,0.99466234,0.07790968,0.03726657,-0.05646492,0.99084586,0.11813392,0.06533699,-0.10652021,0.98148358,-0.15919615,-0.08293363,0.15077914,0.98508257,8.702933,-3.746478,6.799514,-409.874390,-20.310936,468.626770
2026_06_09_01_08_53.479,18.860001,0.99465007,0.07807838,0.03751645,-0.05628138,0.99084985,0.11781901,0.06584276,-0.10610211,0.98147237,-0.15954429,-0.08342020,0.15109837,0.98499256,8.721860,-3.775522,6.781531,-419.755859,-18.913002,467.607178
2026_06_09_01_08_53.517,18.879999,0.99464190,0.07823034,0.03761293,-0.05615041,0.99086481,0.11758405,0.06603747,-0.10581416,0.98145431,-0.15984629,-0.08360813,0.15139838,0.98493057,8.739452,-3.786703,6.768031,-426.504303,-17.151588,465.980225
2026_06_09_01_08_53.517,18.900000,0.99463731,0.07837003,0.03755916,-0.05607268,0.99089032,0.11743098,0.06592664,-0.10565693,0.98142797,-0.16011161,-0.08350432,0.15168744,0.98489487,8.756192,-3.780338,6.759130,-428.144562,-14.519775,464.109161
2026_06_09_01_08_53.555,18.920000,0.99463677,0.07849538,0.03735496,-0.05604355,0.99092746,0.11735033,0.06551091,-0.10562157,0.98139518,-0.16033578,-0.08310755,0.15196177,0.98488617,8.771858,-3.756465,6.754280,-427.051636,-11.449535,461.991730
2026_06_09_01_08_53.555,18.940001,0.99464059,0.07859971,0.03700847,-0.05605802,0.99097574,0.11733288,0.06480797,-0.10569745,0.98135918,-0.16050616,-0.08243255,0.15220767,0.98490494,8.785666,-3.716101,6.752959,-424.938721,-8.638397,459.625793
2026_06_09_01_08_53.594,18.959999,0.99464887,0.07867782,0.03653402,-0.05611498,0.99103278,0.11737823,0.06384702,-0.10588057,0.98132181,-0.16061381,-0.08150704,0.15241340,0.98495013,8.796959,-3.660924,6.755159,-421.839355,-5.605492,454.583069
2026_06_09_01_08_53.594,18.980000,0.99466044,0.07873135,0.03594170,-0.05621667,0.99109578,0.11749247,0.06264755,-0.10617352,0.98128211,-0.16066296,-0.08035161,0.15258087,0.98501915,8.805866,-3.592057,6.761247,-417.483765,-2.250187,443.927795
2026_06_09_01_08_53.633,19.000000,0.99467456,0.07876575,0.03523802,-0.05636246,0.99116313,0.11767571,0.06122185,-0.10657351,0.98123848,-0.16066478,-0.07897958,0.15272038,0.98510849,8.813004,-3.510207,6.771238,-409.988312,0.563602,429.128204
2026_06_09_01_08_53.641,19.020000,0.99469090,0.07878435,0.03443027,-0.05654710,0.99123394,0.11791891,0.05958489,-0.10706864,0.98119092,-0.16062602,-0.07740500,0.15283829,0.98521519,8.818762,-3.416238,6.784622,-399.408020,3.166428,412.987396
2026_06_09_01_08_53.680,19.040001,0.99470925,0.07878795,0.03352630,-0.05676317,0.99130785,0.11820865,0.05775334,-0.10764277,0.98114079,-0.16054831,-0.07564235,0.15293609,0.98533690,8.823243,-3.311109,6.800634,-387.606354,5.209221,397.373138
2026_06_09_01_08_53.680,19.059999,0.99472904,0.07877421,0.03254189,-0.05700655,0.99138254,0.11853907,0.05575944,-0.10828522,0.98108977,-0.16042818,-0.07372202,0.15300779,0.98547131,8.826129,-3.196674,6.818956,-375.316650,6.793480,382.259827
2026_06_09_01_08_53.719,19.080000,0.99474996,0.07874183,0.03149278,-0.05727626,0.99145526,0.11891072,0.05363481,-0.10899153,0.98103833,-0.16026443,-0.07167497,0.15304929,0.98561585,8.827211,-3.074750,6.839636,-363.029633,8.835114,364.591125
2026_06_09_01_08_53.719,19.100000,0.99477148,0.07869249,0.03038250,-0.05756792,0.99152565,0.11931559,0.05138695,-0.10975210,0.98098683,-0.16006020,-0.06950761,0.15306398,0.98576880,8.826697,-2.945770,6.862220,-349.911591,10.321159,343.696045
2026_06_09_01_08_53.758,19.120001,0.99479359,0.07863024,0.02921016,-0.05787728,0.99159396,0.11974549,0.04901436,-0.11055829,0.98093504,-0.15982293,-0.06721798,0.15306051,0.98592812,8.825096,-2.809649,6.886238,-336.666809,11.348175,321.958618
2026_06_09_01_08_53.758,19.139999,0.99481553,0.07855850,0.02798418,-0.05820243,0.99165875,0.12019815,0.04653359,-0.11140457,0.98088205,-0.15955994,-0.06482278,0.15304494,0.98609090,8.822779,-2.667338,6.911570,-323.382996,13.214550,302.766968
2026_06_09_01_08_53.796,19.160000,0.99483699,0.07847577,0.02671791,-0.05854189,0.99171799,0.12067270,0.04397170,-0.11228586,0.98082882,-0.15926944,-0.06234817,0.15301298,0.98625541,8.819517,-2.520391,6.938181,-308.007233,15.863747,286.345184
2026_06_09_01_08_53.796,19.180000,0.99485797,0.07837698,0.02541965,-0.05889355,0.99177080,0.12116607,0.04134609,-0.11319681,0.98077720,-0.15894203,-0.05980968,0.15295382,0.98642176,8.814697,-2.369806,6.965903,-290.312775,18.747925,268.420135
2026_06_09_01_08_53.835,19.200001,0.99487877,0.07826094,0.02409193,-0.05925505,0.99181682,0.12167409,0.03866238,-0.11413227,0.98072815,-0.15857545,-0.05721181,0.15286517,0.98658961,8.808193,-2.215907,6.994500,-271.235992,21.435001,247.434372
2026_06_09_01_08_53.835,19.219999,0.99489874,0.07813154,0.02274096,-0.05962385,0.99185568,0.12219295,0.03593290,-0.11508581,0.98068094,-0.15817775,-0.05456692,0.15275414,0.98675662,8.800429,-2.059399,7.023757,-251.419327,23.247616,225.469894
2026_06_09_01_08_53.875,19.240000,0.99491733,0.07799195,0.02137807,-0.05999801,0.99188644,0.12272075,0.03318010,-0.11605148,0.98063499,-0.15775636,-0.05189755,0.15262580,0.98692048,8.791714,-1.901569,7.053574,-231.682816,24.452253,203.124969
2026_06_09_01_08_53.875,19.260000,0.99493432,0.07784500,0.02001029,-0.06037716,0.99190837,0.12325802,0.03041772,-0.11702722,0.98058951,-0.15731765,-0.04921796,0.15248500,0.98707950,8.782337,-1.743204,7.083986,-212.230560,25.461226,180.624237
2026_06_09_01_08_53.914,19.280001,0.99494946,0.07769351,0.01864491,-0.06075921,0.99192137,0.12380186,0.02766030,-0.11800750,0.98054409,-0.15686795,-0.04654269,0.15233654,0.98723215,8.772584,-1.585137,7.114830,-191.339005,25.826975,159.354660
2026_06_09_01_08_53.914,19.299999,0.99496287,0.07753836,0.01729222,-0.06113752,0.99192637,0.12434074,0.02492923,-0.11897749,0.98050004,-0.15640996,-0.04389124,0.15218116,0.98737758,8.762505,-1.428593,7.145444,-169.239075,26.071459,139.044006
2026_06_09_01_08_53.953,19.320000,0.99497479,0.07737957,0.01595648,-0.06150673,0.99192464,0.12486471,0.02223386,-0.11992589,0.98045868,-0.15594430,-0.04127132,0.15201859,0.98751557,8.752085,-1.274105,7.175254,-148.941010,26.263418,118.322601
2026_06_09_01_08_53.953,19.340000,0.99498522,0.07721798,0.01464151,-0.06186647,0.99191636,0.12537362,0.01958177,-0.12085127,0.98041987,-0.15547314,-0.03869058,0.15184987,0.98764604,8.741384,-1.122107,7.204251,-131.162354,26.323170,97.958893
2026_06_09_01_08_53.992,19.360001,0.99499387,0.07705545,0.01335518,-0.06221953,0.99190074,0.12587428,0.01698794,-0.12175792,0.98038238,-0.15500131,-0.03616536,0.15167749,0.98776817,8.730551,-0.973456,7.232829,-114.435638,26.016325,78.904991
2026_06_09_01_08_53.992,19.379999,0.99500036,0.07689681,0.01210553,-0.06256729,0.99187756,0.12637070,0.01446756,-0.12264720,0.98034441,-0.15453953,-0.03371245,0.15150988,0.98788065,8.720074,-0.829020,7.261218,-96.828163,25.526299,59.453911
2026_06_09_01_08_54.031,19.400000,0.99500465,0.07674462,0.01089389,-0.06290729,0.99184799,0.12685817,0.01202334,-0.12351399,0.98030585,-0.15409312,-0.03133452,0.15135190,0.98798317,8.710231,-0.688954,7.289142,-77.953186,25.435581,42.242188
2026_06_09_01_08_54.031,19.420000,0.99500734,0.07659580,0.00972208,-0.06323753,0.99181300,0.12733294,0.00965962,-0.12435426,0.98026818,-0.15365636,-0.02903453,0.15119717,0.98807710,8.700647,-0.553505,7.316382,-60.222076,25.543066,28.412670
2026_06_09_01_08_54.070,19.440001,0.99500877,0.07644459,0.00859630,-0.06356006,0.99177247,0.12779991,0.00738914,-0.12517135,0.98023272,-0.15321884,-0.02682443,0.15103331,0.98816466,8.690604,-0.423401,7.343218,-44.410038,25.403891,12.907783
2026_06_09_01_08_54.070,19.459999,0.99500918,0.07628972,0.00751982,-0.06387582,0.99172664,0.12826143,0.00521843,-0.12596668,0.98019952,-0.15277861,-0.02471071,0.15085728,0.98824668,8.679920,-0.299018,7.369782,-29.260448,25.639048,-5.450126
2026_06_09_01_08_54.109,19.480000,0.99500799,0.07613908,0.00649119,-0.06418613,0.99167603,0.12871990,0.00314343,-0.12674296,0.98016596,-0.15235129,-0.02269172,0.15068471,0.98832142,8.669497,-0.180119,7.396207,-13.951031,24.786480,-23.694874
2026_06_09_01_08_54.109,19.500000,0.99500471,0.07599968,0.00551388,-0.06449223,0.99162072,0.12917826,0.00116990,-0.12750205,0.98012960,-0.15195128,-0.02077546,0.15052888,0.98838729,8.660098,-0.067035,7.422661,2.161641,23.464069,-38.033409
2026_06_09_01_08_54.149,19.520000,0.99499977,0.07587168,0.00459699,-0.06479190,0.99156177,0.12963341,-0.00068373,-0.12823828,0.98009098,-0.15158030,-0.01897975,0.15038893,0.98844469,8.651673,0.039177,7.448959,18.909870,22.621880,-48.468060
2026_06_09_01_08_54.149,19.540001,0.99499321,0.07575752,0.00374460,-0.06507947,0.99150127,0.13007462,-0.00240882,-0.12893990,0.98005092,-0.15124382,-0.01731221,0.15026905,0.98849356,8.644461,0.138026,7.474477,33.386696,20.370518,-56.988945
2026_06_09_01_08_54.190,19.559999,0.99498636,0.07564918,0.00295372,-0.06535015,0.99144125,0.13049191,-0.00400955,-0.12959814,0.98001313,-0.15092586,-0.01576520,0.15015374,0.98853695,8.637554,0.229748,7.498632,46.294521,19.986547,-65.699051
2026_06_09_01_08_54.191,19.580000,0.99498034,0.07553575,0.00221759,-0.06560238,0.99138284,0.13088118,-0.00549774,-0.13021116,0.97998136,-0.15060413,-0.01432356,0.15002221,0.98857886,8.629741,0.315022,7.521183,57.081944,20.928078,-72.854980
2026_06_09_01_08_54.230,19.600000,0.99497467,0.07542083,0.00152820,-0.06583862,0.99132586,0.13124605,-0.00689016,-0.13078500,0.97995394,-0.15028487,-0.01297225,0.14988242,0.98861873,8.621478,0.394809,7.542338,64.909805,22.342806,-75.304123
2026_06_09_01_08_54.230,19.620001,0.99496990,0.07530222,0.00088181,-0.06605975,0.99127066,0.13158771,-0.00819415,-0.13132212,0.97993135,-0.14996338,-0.01170363,0.14973038,0.98865759,8.612531,0.469530,7.562162,75.771759,24.909649,-73.900215
2026_06_09_01_08_54.270,19.639999,0.99496698,0.07517033,0.00024530,-0.06625859,0.99121946,0.13188711,-0.00947323,-0.13181335,0.97991842,-0.14961649,-0.01044949,0.14955150,0.98869872,8.602042,0.542824,7.579555,91.538536,28.471123,-68.162689
2026_06_09_01_08_54.270,19.660000,0.99496704,0.07501944,-0.00049124,-0.06642625,0.99117464,0.13211016,-0.01094406,-0.13225757,0.97991925,-0.14921847,-0.00898898,0.14934900,0.98874366,8.590185,0.627107,7.592564,104.868637,34.199978,-56.845360
2026_06_09_01_08_54.316,19.680000,0.99496943,0.07484547,-0.00148845,-0.06657270,0.99113172,0.13225281,-0.01292725,-0.13269842,0.97993249,-0.14873973,-0.00700342,0.14913610,0.98879188,8.577709,0.740752,7.600992,113.283813,33.529610,-34.450180
2026_06_09_01_08_54.316,19.700001,0.99497336,0.07461791,-0.00287904,-0.06672204,0.99107975,0.13234363,-0.01568646,-0.13320296,0.97996068,-0.14810148,-0.00422818,0.14886987,0.98884773,8.562147,0.898871,7.606545,122.952240,29.534534,5.318678
2026_06_09_01_08_54.355,19.719999,0.99497998,0.07428277,-0.00472382,-0.06689303,0.99100602,0.13241264,-0.01933821,-0.13381624,0.98001480,-0.14718774,-0.00053779,0.14845172,0.98891950,8.537842,1.108148,7.611024,140.101135,27.039106,52.152012
2026_06_09_01_08_54.355,19.740000,0.99499065,0.07376083,-0.00696388,-0.06711452,0.99089432,0.13252932,-0.02375885,-0.13458398,0.98010999,-0.14584792,0.00395716,0.14771742,0.98902166,8.495363,1.361510,7.618501,183.450668,10.210503,87.093216
2026_06_09_01_08_54.396,19.760000,0.99500471,0.07303418,-0.00956852,-0.06738076,0.99073654,0.13269068,-0.02888364,-0.13548599,0.98025167,-0.14404924,0.00919924,0.14662819,0.98914891,8.432555,1.655262,7.628868,213.382843,-7.670053,111.709648
2026_06_09_01_08_54.396,19.780001,0.99501669,0.07213384,-0.01251790,-0.06768960,0.99052286,0.13289863,-0.03467645,-0.13651049,0.98042965,-0.14185408,0.01514561,0.14524341,0.98928005,8.352954,1.987359,7.642311,240.678925,-27.751196,121.012733
2026_06_09_01_08_54.436,19.799999,0.99502176,0.07107108,-0.01574940,-0.06806301,0.99023879,0.13320968,-0.04101662,-0.13768700,0.98063266,-0.13929065,0.02166737,0.14357845,0.98940170,8.257529,2.350912,7.662157,293.458313,-54.158127,112.382568
2026_06_09_01_08_54.436,19.820000,0.99501389,0.06986153,-0.01933699,-0.06850399,0.98986655,0.13362302,-0.04805274,-0.13902666,0.98085314,-0.13637707,0.02890957,0.14167571,0.98949087,8.148853,2.754483,7.688504,359.554626,-76.903053,102.708282
2026_06_09_01_08_54.478,19.840000,0.99498504,0.06850558,-0.02344970,-0.06900738,0.98937619,0.13410975,-0.05611898,-0.14053549,0.98108995,-0.13308765,0.03720941,0.13956045,0.98951417,8.028600,3.217308,7.719952,448.305817,-108.489723,92.670738
2026_06_09_01_08_54.478,19.860001,0.99492359,0.06700774,-0.02831481,-0.06953707,0.98872572,0.13457350,-0.06566119,-0.14216276,0.98134911,-0.12939730,0.04702310,0.13727301,0.98941648,7.899453,3.765095,7.751358,545.356445,-143.433670,77.539078
2026_06_09_01_08_54.517,19.879999,0.99480736,0.06535842,-0.03429421,-0.07007531,0.98782670,0.13494003,-0.07739228,-0.14390570,0.98163545,-0.12523173,0.05907224,0.13484444,0.98910439,7.763836,4.439016,7.779199,647.030823,-176.518280,43.810390
2026_06_09_01_08_54.517,19.900000,0.99460411,0.06352715,-0.04173189,-0.07060751,0.98654604,0.13515082,-0.09198441,-0.14575526,0.98195773,-0.12047556,0.07404243,0.13226190,0.98844552,7.621923,5.278168,7.801191,759.028870,-212.360001,14.940468
2026_06_09_01_08_54.557,19.920000,0.99428010,0.06148667,-0.05067787,-0.07112206,0.98474681,0.13519847,-0.10952212,-0.14766252,0.98232210,-0.11506132,0.09202988,0.12947857,0.98730230,7.471899,6.288232,7.817991,898.565186,-252.736221,4.550339
2026_06_09_01_08_54.557,19.940001,0.99380130,0.05921259,-0.06100718,-0.07163086,0.98229426,0.13514890,-0.12974092,-0.14959846,0.98272580,-0.10895111,0.11277513,0.12643109,0.98554397,7.310833,7.455171,7.834430,1075.895264,-305.179169,-16.669769
2026_06_09_01_08_54.597,19.959999,0.99313319,0.05668776,-0.07259319,-0.07213273,0.97905421,0.13504453,-0.15236750,-0.15150510,0.98316675,-0.10212430,0.13601133,0.12306969,0.98303348,7.136474,8.764797,7.854039,1279.381714,-370.778259,-45.802338
2026_06_09_01_08_54.598,19.980000,0.99224097,0.05389197,-0.08531069,-0.07263408,0.97489274,0.13494590,-0.17712630,-0.15333614,0.98363990,-0.09455472,0.16146873,0.11934057,0.97963548,6.946140,10.203171,7.881456,1503.028320,-442.575134,-92.591797
2026_06_09_01_08_54.638,20.000000,0.99109107,0.05082300,-0.09903222,-0.07313109,0.96968895,0.13489293,-0.20373340,-0.15502538,0.98413771,-0.08625578,0.18886642,0.11522511,0.97521931,6.738925,11.756229,7.920146,1762.017090,-518.125854,-189.510132
2026_06_09_01_08_54.638,20.020000,0.98964894,0.04754827,-0.11363569,-0.07362866,0.96333152,0.13492668,-0.23192070,-0.15653941,0.98463595,-0.07737851,0.21791704,0.11084588,0.96965218,6.521944,13.411165,7.973713,2038.545410,-588.897766,-325.509369
2026_06_09_01_08_54.680,20.040001,0.98788089,0.04416183,-0.12899970,-0.07416353,0.95571768,0.13513575,-0.26142308,-0.15792321,0.98509902,-0.06811911,0.24832228,0.10638741,0.96281761,6.305835,15.155636,8.048700,2312.905518,-658.623352,-473.939209
2026_06_09_01_08_54.680,20.059999,0.98576689,0.04070894,-0.14496353,-0.07478034,0.94678694,0.13562933,-0.29188895,-0.15923458,0.98550135,-0.05857820,0.27971202,0.10193989,0.95465672,6.095495,16.972328,8.152884,2592.503174,-729.862061,-627.105530
2026_06_09_01_08_54.721,20.080000,0.98333758,0.03720299,-0.16112982,-0.07550102,0.93667352,0.13649696,-0.32250774,-0.16047502,0.98583108,-0.04883526,0.31127226,0.09749712,0.94530624,5.888992,18.816036,8.291691,2884.023438,-797.240540,-780.193542
2026_06_09_01_08_54.721,20.100000,0.98067969,0.03368144,-0.17694148,-0.07631896,0.92573428,0.13776962,-0.35218692,-0.16160820,0.98608196,-0.03905343,0.34190476,0.09306940,0.93511456,5.684193,20.622654,8.465368,3185.088379,-858.254639,-939.315552
2026_06_09_01_08_54.760,20.120001,0.97787869,0.03014848,-0.19202857,-0.07726237,0.91431111,0.13952771,-0.38022000,-0.16268519,0.98624319,-0.02928996,0.37090260,0.08863629,0.92443222,5.477287,22.348957,8.677275,3485.536621,-904.376160,-1102.838501
2026_06_09_01_08_54.760,20.139999,0.97500044,0.02665998,-0.20620498,-0.07837743,0.90267295,0.14184122,-0.40627900,-0.16383089,0.98629242,-0.01966336,0.39792082,0.08431062,0.91353750,5.273294,23.973066,8.930790,3786.714111,-948.829468,-1256.462524
2026_06_09_01_08_54.799,20.160000,0.97210264,0.02329811,-0.21937315,-0.07968096,0.89105272,0.14469419,-0.43021926,-0.16513811,0.98621631,-0.01033659,0.42279360,0.08025604,0.90266526,5.081187,25.483353,9.224183,4089.186523,-994.642700,-1391.832886
2026_06_09_01_08_54.799,20.180000,0.96924305,0.02009690,-0.23146543,-0.08116476,0.87967205,0.14803328,-0.45195484,-0.16664024,0.98601681,-0.00138389,0.44543022,0.07653124,0.89203972,4.903961,26.871153,9.553072,4384.070313,-1033.396484,-1508.897827
2026_06_09_01_08_54.841,20.200001,0.96648461,0.01712558,-0.24240388,-0.08279223,0.86877161,0.15173222,-0.47139496,-0.16833745,0.98570430,0.00703509,0.46572351,0.07324154,0.88189417,4.747884,28.126955,9.907597,4661.066406,-1072.894287,-1604.372925
2026_06_09_01_08_54.841,20.219999,0.96388781,0.01441415,-0.25212339,-0.08453604,0.85857493,0.15569822,-0.48847434,-0.17023481,0.98529178,0.01483977,0.48360029,0.07041428,0.87245208,4.614594,29.242508,10.279355,4912.948730,-1110.424438,-1679.097046
2026_06_09_01_08_54.881,20.240000,0.96150595,0.01196348,-0.26058421,-0.08636642,0.84927344,0.15984868,-0.50317299,-0.17231865,0.98479545,0.02200554,0.49904001,0.06801736,0.86390549,4.502080,30.212372,10.660185,5140.500000,-1136.208252,-1749.132690
2026_06_09_01_08_54.881,20.260000,0.95939445,0.00979872,-0.26773146,-0.08823905,0.84106743,0.16406527,-0.51544940,-0.17455897,0.98423570,0.02844707,0.51199090,0.06605041,0.85644770,4.410324,31.029783,11.038771,5346.453125,-1157.071045,-1823.650146
2026_06_09_01_08_54.881,20.280001,0.95760459,0.00794152,-0.27351594,-0.09010819,0.83413911,0.16823176,-0.52527142,-0.17692029,0.98363489,0.03408239,0.52240908,0.06450172,0.85025191,4.338576,31.688850,11.403467,5524.324219,-1178.440918,-1896.563721
2026_06_09_01_08_54.923,20.299999,0.95617783,0.00641678,-0.27791315,-0.09190850,0.82863420,0.17219512,-0.53264832,-0.17932837,0.98302329,0.03881399,0.53028929,0.06335634,0.84544623,4.285956,32.186935,11.740191,5665.885742,-1191.175049,-1970.051270
2026_06_09_01_08_54.923,20.320000,0.95514321,0.00526000,-0.28091952,-0.09358452,0.82465231,0.17581795,-0.53762126,-0.18172850,0.98242855,0.04253133,0.53565228,0.06262754,0.84211314,4.253542,32.524250,12.036292,5766.725586,-1190.860474,-2048.889160
2026_06_09_01_08_54.964,20.340000,0.95451462,0.00448463,-0.28254929,-0.09511915,0.82223648,0.17905098,-0.54024798,-0.18411949,0.98186445,0.04519040,0.53854173,0.06231299,0.84029156,4.241398,32.702930,12.285899,5824.065430,-1176.132690,-2131.685303
2026_06_09_01_08_54.964,20.360001,0.95429450,0.00408237,-0.28282592,-0.09651389,0.82138914,0.18189615,-0.54058647,-0.18651456,0.98133683,0.04680170,0.53901041,0.06238482,0.83998567,4.247810,32.725983,12.487526,5842.105957,-1148.927368,-2214.153809
2026_06_09_01_08_55.004,20.379999,0.95447481,0.00405123,-0.28178635,-0.09776498,0.82207692,0.18434526,-0.53870809,-0.18891157,0.98085117,0.04736409,0.53712380,0.06283126,0.84116006,4.272145,32.598137,12.640042,5825.577148,-1113.307983,-2292.150879
2026_06_09_01_08_55.004,20.400000,0.95504087,0.00439228,-0.27947176,-0.09886032,0.82424438,0.18637626,-0.53468233,-0.19128634,0.98041469,0.04686773,0.53294545,0.06364694,0.84375250,4.314151,32.324753,12.742262,5775.813965,-1068.051147,-2367.957520
2026_06_09_01_08_55.046,20.420000,0.95597410,0.00510247,-0.27591753,-0.09978520,0.82782483,0.18796842,-0.52855831,-0.19359986,0.98003376,0.04530932,0.52652174,0.06482063,0.84768695,4.373086,31.910448,12.793783,5691.367188,-1011.232544,-2441.129150
2026_06_09_01_08_55.046,20.440001,0.95724636,0.00615688,-0.27117094,-0.10053830,0.83271670,0.18914069,-0.52039278,-0.19581898,0.97970831,0.04273883,0.51791680,0.06631344,0.85285681,4.446385,31.360910,12.797809,5574.640625,-945.050781,-2511.094482
2026_06_09_01_08_55.086,20.459999,0.95881599,0.00752868,-0.26531121,-0.10112042,0.83876926,0.18991686,-0.51029187,-0.19790663,0.97943598,0.03921953,0.50724667,0.06809399,0.85910654,4.532203,30.685534,12.758917,5432.223145,-871.903687,-2580.711426
2026_06_09_01_08_55.086,20.480000,0.96063042,0.00920326,-0.25844973,-0.10153022,0.84579068,0.19030887,-0.49841815,-0.19982320,0.97921383,0.03479905,0.49468052,0.07016278,0.86623806,4.631025,29.897602,12.681702,5265.199707,-793.544922,-2644.947998
